28 1.4 58.2
26 1.3 58.91
24 1.2 61.2
22 1.1 63.83
20 1 59.19
18 0.9 57.73
16 0.8 57.11
14 0.7 59.47
12 0.6 52.83
10 0.5 48.64
8 0.4 42.24
6 0.3 35.19
4 0.2 27.45
2 0.1 20.95
