60 3 450.46
58 2.9 439.67
56 2.8 417.5
54 2.7 406.76
52 2.6 393.14
50 2.5 395.68
48 2.4 382.88
46 2.3 375.58
44 2.2 359.81
42 2.1 350.8
40 2 331.93
38 1.9 312.46
36 1.8 285.3
34 1.7 259.06
32 1.6 233.94
30 1.5 207.81
28 1.4 180.4
26 1.3 154.4
24 1.2 127.58
22 1.1 101.57
20 1 78.49
18 0.9 59.62
16 0.8 42.7
14 0.7 29.56
12 0.6 18.72
10 0.5 11.11
8 0.4 6.03
6 0.3 2.8
4 0.2 0.98
2 0.1 0.09
