60 3 1313.16
58 2.9 1285.96
56 2.8 1214.71
54 2.7 1164.4
52 2.6 1137.81
50 2.5 1112.56
48 2.4 1123.55
46 2.3 1091.77
44 2.2 1117.1
42 2.1 1200.55
40 2 1140.76
38 1.9 1062.11
36 1.8 992.29
34 1.7 898.1
32 1.6 818.25
30 1.5 740.08
28 1.4 632.96
26 1.3 539.86
24 1.2 457.69
22 1.1 389.63
20 1 315.37
18 0.9 234.67
16 0.8 177.9
14 0.7 120.19
12 0.6 75.08
10 0.5 45.36
8 0.4 24.35
6 0.3 11.49
4 0.2 4.17
2 0.1 0.63
