60 3 50.64
58 2.9 59.5
56 2.8 55.01
54 2.7 54.79
52 2.6 55.13
50 2.5 55.67
48 2.4 56.61
46 2.3 53.9
44 2.2 53.77
42 2.1 54.19
40 2 55.52
38 1.9 56.11
36 1.8 58.86
34 1.7 56.97
32 1.6 57.15
30 1.5 57.24
