60 3 640.52
58 2.9 647.87
56 2.8 670.16
54 2.7 633.44
52 2.6 689.24
50 2.5 766.67
48 2.4 802.95
46 2.3 874.95
44 2.2 775.67
42 2.1 805.28
40 2 799.25
38 1.9 827.47
36 1.8 820.46
34 1.7 811.66
32 1.6 805.07
30 1.5 840.06
28 1.4 896.18
26 1.3 828.1
24 1.2 818.09
22 1.1 760.54
20 1 733.39
18 0.9 681.88
16 0.8 623.4
14 0.7 523.14
12 0.6 493.04
10 0.5 459.48
8 0.4 403.08
6 0.3 317.37
4 0.2 204.31
2 0.1 111.07
